cif;ciudad;cliente;codigo;cp;direccion;email;id;lat;lng;Nombre;notas;Provincia;Regimen;Telefono
;ALACANT;;03000758;3010;CL.  PARDO BAZÁN, 8;03000758@edu.gva.es;;38,366174;-0,494949;CENTRE PRIVAT NUESTRA SEÑORA DE LOS ÁNGELES;;Alacant;Priv. Conc.;965170417
;ALACANT;;03000813;3006;PZ.  FLORIDA-PORTAZGO, 6;03000813@edu.gva.es;;38,346276;-0,509212;CENTRE PRIVAT VIRGEN DEL ROSARIO;;Alacant;Priv. Conc.;965110152
;ALACANT;;03000849;3016;AV.  DE DÉNIA, 98;03000849@edu.gva.es;;38,361318;-0,464536;CENTRE PRIVAT INMACULADA;;Alacant;Priv. Conc.;965268144
;ALACANT;;03000904;3016;CL.  DEPORTISTA ALEJANDRA QUEREDA, 15;03000904@edu.gva.es;;38,371102;-0,45383;CENTRE PRIVAT CEU JESÚS MARÍA;;Alacant;Priv. Conc.;965261400
;ALACANT;;03000931;3005;AV.  DEL DOCTOR RICO, 15;03000931@edu.gva.es;;38,35384;-0,498204;CENTRE PRIV. ED. INFANTIL CIUDAD INFANTIL SAN JORGE;;Alacant;Priv.;965927661
;ALACANT;;03000965;3005;CL.  ISLA DE CORFÚ, 7;03000965@edu.gva.es;;38,357399;-0,50756;CENTRE PRIVAT MARÍA AUXILIADORA;;Alacant;Priv. Conc.;965921008
;ALACANT;;03000989;3005;CL.  CALPE, S/N;03000989@edu.gva.es;;38,359687;-0,49811;CENTRE PRIVAT NAZARET;;Alacant;Priv. Conc.;965171815
;EL CAMPELLO;;03001003;3560;CM.  DE MARCO, 21;03001003@edu.gva.es;;38,401394;-0,412695;CENTRE ESTRANGER LYCÉE FRANÇAIS D'ALICANTE PIERRE DESCHAMPS;;Alacant;Priv.;965262508
;ALACANT;;03001039;3005;CL.  MADRE ELISEA OLIVER, 2;03001039@edu.gva.es;;38,36236;-0,501422;CENTRE PRIVAT SANTA MARÍA DEL CARMEN;;Alacant;Priv. Conc.;965174767
;ALACANT;;03001088;3010;PS.  DE CAMPOAMOR, 4;03001088@edu.gva.es;;38,353432;-0,486107;CENTRE PRIVAT NUESTRA SEÑORA DEL REMEDIO;;Alacant;Priv. Conc.;965246990
;ALACANT;;03001121;3005;CL.  PADRE RECAREDO DE LOS RÍOS, 53;03001121@edu.gva.es;;38,348644;-0,503515;CENTRE PRIVAT LA PURÍSIMA Y SAN FRANCISCO;;Alacant;Priv. Conc.;965132519
;ALACANT;;03001143;3010;CL.  FRANCISCO CARRATALÁ CERNUDA, 13;03001143@edu.gva.es;;38,357197;-0,486397;CENTRE PRIVAT SAGRADA FAMILIA;;Alacant;Priv. Conc.;965252875
;ALACANT;;03001167;3005;CL.  ISLA DE CORFÚ, 5;03001167@edu.gva.es;;38,356923;-0,506557;CENTRE PRIVAT SAGRADO CORAZÓN HH. MARISTAS;;Alacant;Priv. Conc.;965130941
;ALACANT;;03001179;3013;CM.  CRUZ DE PIEDRA, 21;03001179@edu.gva.es;;38,360549;-0,467901;CENTRE PRIVAT SAGRADOS CORAZONES;;Alacant;Priv. Conc.;965261728
;ALACANT;;03001180;3015;CL.  PINTOR PEDRO CAMACHO, 2;03001180@edu.gva.es;;38,371573;-0,476253;CENTRE PRIVAT SAN AGUSTÍN;;Alacant;Priv. Conc.;965156070
;ALACANT;;03001192;3004;PZ.  SAN ANTONIO, 1;03001192@edu.gva.es;;38,351021;-0,48755;CENTRE PRIVAT SAN ANTONIO;;Alacant;Priv. Conc.;965204900
;ALACANT;;03001209;3012;CL.  MARTOS, 7;03001209@edu.gva.es;;38,357685;-0,481328;CENTRE PRIVAT SAN JOSÉ;;Alacant;Priv. Conc.;965254748
;ALACANT;;03001210;3006;CL.  ALGOL, 33;03001210@edu.gva.es;;38,347344;-0,513868;CENTRE PRIVAT JESÚS MARÍA-ASÍS;;Alacant;Priv. Conc.;965280113
;ALACANT;;03001222;3012;CL.  GARBINET, 87;03001222@edu.gva.es;;38,360215;-0,480504;CENTRE PRIVAT SAN JOSÉ DE CAROLINAS;;Alacant;Priv. Conc.;965252190
;ALACANT;;03001234;3007;CL.  SAN AGATANGELO, 45;03001234@edu.gva.es;;38,340095;-0,499379;CENTRE PRIVAT SAN JUAN BAUTISTA;;Alacant;Priv. Conc.;965100095
;ALACANT;;03001246;3012;CL.  GENERAL ESPARTERO, 6;03001246@edu.gva.es;;38,35779;-0,482847;CENTRE PRIVAT SAN JUAN DE LA CRUZ;;Alacant;Priv. Conc.;965248181
;ALACANT;;03001313;3015;CL.  CRUZ DE PIEDRA, 1;03001313@edu.gva.es;;38,364331;-0,463223;CENTRE PRIVAT SANTA TERESA-VISTAHERMOSA;;Alacant;Priv. Conc.;965262000
;ALACANT;;03001428;3015;PZ.  GARCÍA LORCA, 16;03001428@edu.gva.es;;38,372124;-0,479611;CENTRE PRIVAT CENTRO DIOCESANO N.S.DEL CARMEN DE CASALARGA;;Alacant;Priv. Conc.;965183537
Q5355333E;ALACANT;;03001431;3014;CL.  EJÉRCITOS ESPAÑOLES, S/N;03001431@edu.gva.es;;38,369552;-0,482746;EI 1er CICLE BENACANTIL;;Alacant;Púb.;965918710
Q5355540E;ALACANT;;03001477;3010;CL.  PRIMITIVO PÉREZ, 21;03001477@edu.gva.es;;38,358913;-0,487003;CEP CENTRO DE RECEPCIÓN;;Alacant;Púb.;965937330
Q5355546B;ALACANT;;03001490;3005;CL.  CIUDAD REAL, 33;03001490@edu.gva.es;;38,35475;-0,499086;CEIP SAN FERNANDO;;Alacant;Púb.;965936360
Q5355559E;ALACANT;;03001507;3015;CL.  ARTISTA FOGUERER, 2;03001507@edu.gva.es;;38,368873;-0,469966;CEIP PEDRO DUQUE;;Alacant;Púb.;965919680
Q5355558G;ALACANT;;03001519;3008;AV.  ALCALDE LORENZO CARBONELL, 3;03001519@edu.gva.es;;38,339291;-0,50279;CEP MAESTRO LÓPEZ SORIA;;Alacant;Púb.;965937350
Q5355124H;ALACANT;;03001544;3009;CL.  CERES, 24;03001544@edu.gva.es;;38,360049;-0,494025;CEIP AUSIÀS MARCH;;Alacant;Púb.;965919030
Q5355115F;ALACANT;;03001568;3005;CL.  ALBACETE, S/N;03001568@edu.gva.es;;38,350785;-0,497485;CEIP JOAQUÍN SOROLLA;;Alacant;Púb.;965936270
Q5355123J;ALACANT;;03001571;3014;CL.  ALONSO CANO, 19;03001571@edu.gva.es;;38,364653;-0,480233;CEIP CARLOS ARNICHES;;Alacant;Púb.;965919740
Q5355054G;ALACANT;;03001581;3007;CL.  PIANISTA GONZALO SORIANO, 3;03001581@edu.gva.es;;38,340007;-0,508267;CEIP FLORIDA;;Alacant;Púb.;965936220
Q5355549F;ALACANT;;03001601;3010;PS.  DE CAMPOAMOR, 1;03001601@edu.gva.es;;38,355123;-0,486806;CEIP CAMPOAMOR;;Alacant;Púb.;965919730
Q5355552J;ALACANT;;03001623;3011;CL.  ABOGADO PÉREZ MIRETE, S/N;03001623@edu.gva.es;;38,373308;-0,4922;CEIP LA PAZ;;Alacant;Púb.;965936320
Q5355092G;ALACANT;;03001647;3004;CL.  MONTE TOSSAL, S/N;03001647@edu.gva.es;;38,351997;-0,493242;CEIP PRÁCTICAS-LA ANEJA;;Alacant;Púb.;965937360
Q5355544G;ALACANT;;03001659;3008;CL.  MÚSICO JOSÉ ALCARAZ PÉREZ, 4;03001659@edu.gva.es;;38,33102;-0,514774;CEIP SAN GABRIEL;;Alacant;Púb.;965936380
Q5355545D;ALACANT;;03001660;3006;CL.  CEFEO, 82;03001660@edu.gva.es;;38,347631;-0,515231;CEIP SAN FRANCISCO DE ASÍS;;Alacant;Púb.;965937370
Q5355063H;ALACANT;;03001672;3014;CL.  LAS PALMAS, 1;03001672@edu.gva.es;;38,371035;-0,486212;CEP VIRGEN DEL REMEDIO;;Alacant;Púb.;965937310
;ALACANT;;03001726;3012;CL.  NOU D'OCTUBRE, 1;03001726@edu.gva.es;;38,356313;-0,48475;CENTRE PRIVAT SANTÍSIMO SACRAMENTO FEYDA;;Alacant;Priv. Conc.;965258356
;ALACANT - VILLAFRANQUEZA;;03001751;3112;CL.  CAMINO DE LAS PARRAS, 5;03001751@edu.gva.es;;38,386157;-0,488535;CENTRE PRIVAT JESÚS MARÍA;;Alacant;Priv. Conc.;965181796
;ALACANT;;03001775;3005;AV.  VICENTE BLASCO IBÁÑEZ, 1;03001775@edu.gva.es;;38,35177;-0,504738;CENTRE PRIVAT DON BOSCO - SALESIANOS;;Alacant;Priv. Conc.;965924842
;ALACANT;;03001787;3016;AV.  DE DÉNIA, 76;03001787@edu.gva.es;;38,358375;-0,468228;CENTRE PRIVAT CALASANCIO;;Alacant;Priv. Conc.;965262510
;ALACANT;;03001829;3006;CL.  VICTOR DE LA SERNA, 37-39;03001829@edu.gva.es;;38,34941;-0,515928;CENTRE PRIVAT MÉDICO PEDRO HERRERO;;Alacant;Priv. Conc.;965102455
Q5355091I;ALACANT;;03001854;3010;PZ.  DE LA LIBERTAD, 1;03001854@edu.gva.es;;38,365862;-0,493805;CEIP ÓSCAR ESPLÁ;;Alacant;Púb.;965937105
Q5355571J;ALACANT;;03001881;3004;CL.  WENCESLAO FERNÁNDEZ FLORES, 2;03001881@edu.gva.es;;38,349339;-0,493033;IES JORGE JUAN;;Alacant;Púb.;965936490
Q5355570B;ALACANT;;03001891;3005;CL.  POETA GARCILASO, 8;03001891@edu.gva.es;;38,350607;-0,495388;IES MIGUEL HERNÁNDEZ;;Alacant;Púb.;965936545
Q5355573F;ALACANT;;03001908;3007;CL.  FERNANDO MADROÑAL, 35;03001908@edu.gva.es;;38,340419;-0,511393;IES FIGUERAS PACHECO;;Alacant;Púb.;965936495
Q5355563G;ALACANT;;03001911;3007;AV.  ALCALDE LORENZO CARBONELL, 32-34;03001911@edu.gva.es;;38,339367;-0,507538;IES ANTONIO JOSÉ CAVANILLES;;Alacant;Púb.;965936500
Q5355060D;ALACANT;;03001957;3015;CL.  BARÍTONO PACO LATORRE, S/N;03001957@edu.gva.es;;38,377459;-0,485252;CEIP SANTÍSIMA FAZ;;Alacant;Púb.;965936390
S0300113H;ALACANT;;03002007;3001;CL.  MUELLE PESQUERO, S/N;03002007@edu.gva.es;;38,337078;-0,486649;CIPFP MARÍTIMO PESQUERO DEL MEDITERRÁNEO;;Alacant;Púb.;965695600
;SANT VICENT DEL RASPEIG;;03002044;3690;CL.  RÍO TURIA, 25-29;03002044@edu.gva.es;;38,391211;-0,502882;CENTRE PRIVAT SAN RAIMUNDO DE PEÑAFORT;;Alacant;Priv. Conc.;965660748
Q5355548H;ALACANT;;03002101;3007;CL.  TOMÁS AZNAR DOMENECH, S/N;03002101@edu.gva.es;;38,340865;-0,514512;CEIP RAFAEL ALTAMIRA;;Alacant;Púb.;965936330
Q5355185I;ALACANT - LA CAÑADA;;03002160;3699;CR.  ALCORAYA, 50;03002160@edu.gva.es;;38,403146;-0,566592;CEIP LA CAÑADA DEL FENOLLAR;;Alacant;Púb.;965937005
Q5355557I;ALACANT;;03002238;3540;AV.  PAÍSES ESCANDINAVOS (PLAYA SAN JUAN), 17;03002238@edu.gva.es;;38,372255;-0,418046;CEIP LA CONDOMINA;;Alacant;Púb.;965936300
Q5355182F;ALACANT - REBOLLEDO;;03002241;3113;CL.  IGLESIA, 2;03002241@edu.gva.es;;38,343941;-0,610522;CEIP LOS ALMENDROS;;Alacant;Púb.;965937110
Q5355181H;ALACANT - VERDEGAS;;03002305;3699;CR.  VERDEGAS, 32;03002305@edu.gva.es;;38,404837;-0,58352;CEIP VERDEGAS;;Alacant;Púb.;965918740
Q5355180J;ALACANT - VILLAFRANQUEZA;;03002317;3112;CL.  PI Y MARGALL, 2;03002317@edu.gva.es;;38,385383;-0,492514;CEIP JUAN BAUTISTA LLORCA;;Alacant;Púb.;965918705
Q5355152I;ALMORADÍ - HEREDADES;;03002381;3179;AV.  DE LOS LLANOS, 6;03002381@edu.gva.es;;38,09108;-0,762358;CEIP DE ALMORADÍ - HEREDADES;;Alacant;Púb.;965290375
Q5355157H;ALMORADÍ;;03002408;3160;CL.  COMUNIDAD VALENCIANA, 64;03002408@edu.gva.es;;38,107366;-0,787218;CEIP CANALES Y MARTÍNEZ;;Alacant;Púb.;965290130
;ALMORADÍ;;03002433;3160;CL.  ERALTA, 129;03002433@edu.gva.es;;38,11518;-0,786773;CENTRO PRIVADO SANTA MARÍA DE LA HUERTA;;Alacant;Priv. Conc.;965700678
Q5355155B;ALMORADÍ;;03002445;3160;CL.  COMUNIDAD VALENCIANA, 55;03002445@edu.gva.es;;38,107957;-0,786397;IES ANTONIO SEQUEROS;;Alacant;Púb.;966926770
Q5355478H;LOS MONTESINOS;;03002470;3187;CL.  MAESTRO FIDEL GÓMEZ, 1;03002470@edu.gva.es;;38,029281;-0,742478;CEIP VIRGEN DEL PILAR;;Alacant;Púb.;965290175
Q5355148G;ALTEA;;03002573;3590;CL.  GALOTXA, 1;03002573@edu.gva.es;;38,604698;-0,045746;IES BELLAGUARDA;;Alacant;Púb.;966816070
Q5355144F;ALTEA - L'OLLA;;03002615;3590;PD.  L'OLLA, 123;03002615@edu.gva.es;;38,617969;-0,033136;CEIP LA OLLA;;Alacant;Púb.;966816370
Q5355142J;ASPE;;03002652;3680;CL.  INGENIERO ALCARAZ, 2;03002652@edu.gva.es;;38,344799;-0,763472;CEIP DOCTOR CALATAYUD;;Alacant;Púb.;966912000
Q5355139F;ASPE;;03002664;3680;CL.  VIRGEN DE LA ESPERANZA, 40;03002664@edu.gva.es;;38,338267;-0,767796;CEIP LA PALOMA;;Alacant;Púb.;966912005
Q5355136B;ASPE;;03002676;3680;CL.  MAESTRO ALCOLEA, 1-3;03002676@edu.gva.es;;38,340066;-0,765081;CEIP PERPETUO SOCORRO;;Alacant;Púb.;966912010
;ASPE;;03002721;3680;CL.  PEDRO GALIPIENSO, 23;03002721@edu.gva.es;;38,348379;-0,766962;CENTRO PRIVADO VIRGEN DE LAS NIEVES;;Alacant;Priv. Conc.;965490690
Q5355138H;ASPE;;03002731;3680;CL.  LOPE DE VEGA, 2;03002731@edu.gva.es;;38,338543;-0,767637;IES LA NÍA;;Alacant;Púb.;966912205
Q5355133I;BANYERES DE MARIOLA;;03002767;3450;CL.  DEL LLAVADOR, 1;03002767@edu.gva.es;;38,720878;-0,65654;CEIP ALFONSO INIESTA;;Alacant;Púb.;966527835
;BANYERES DE MARIOLA;;03002779;3450;PZ.  AJUNTAMENT, 3;03002779@edu.gva.es;;38,716522;-0,656781;CENTRE PRIVAT FUNDACIÓN RIBERA;;Alacant;Priv. Conc.;965566565
Q5355131C;BENEIXAMA;;03002792;3460;CL.  CARDENAL PAYA, 132;03002792@edu.gva.es;;38,700449;-0,762649;CEIP DIVINA AURORA;;Alacant;Púb.;965823095
Q5355457B;BENEJÚZAR;;03002871;3390;CL.  COMANDANTE BERNABÉ, 43;03002871@edu.gva.es;;38,075232;-0,835847;CEIP ANTONIO SEQUEROS;;Alacant;Púb.;966904275
Q0301005E;BENFERRI;;03002883;3316;CR.  ABANILLA, 4;03002883@edu.gva.es;;38,144902;-0,961617;CEIP ARGENTINA;;Alacant;Púb.;966904220
Q5355456D;BENIARBEIG;;03002895;3778;AV.  VICENT ANDRÉS ESTELLÉS, 2;03002895@edu.gva.es;;38,820272;-0,009236;CEIP BENICADIM;;Alacant;Púb.;966428800
Q5355455F;BENIARDÀ;;03002901;3517;CL.  CARRETERA, 1;03002901@edu.gva.es;;38,682839;-0,216304;CEIP LA PURÍSIMA;;Alacant;Púb.;966870815
Q5355454I;BENIGEMBLA;;03002949;3794;CL.  LLARG, 62;03002949@edu.gva.es;;38,755715;-0,107146;CEIP LA PENYA BLANCA;;Alacant;Púb.;966409935
Q5355453A;BENIDOLEIG;;03002950;3759;CL.  RACONÀ, 11;03002950@edu.gva.es;;38,790971;-0,029217;CEIP MESTRAL;;Alacant;Púb.;966409920
Q5355011G;BENIDORM;;03002974;3502;CL.  CAPITÁN CORTÉS, S/N;03002974@edu.gva.es;;38,546462;-0,135714;CEIP VASCO NÚÑEZ DE BALBOA;;Alacant;Púb.;966870820
Q5355444J;BENIDORM;;03003000;3502;AV.  DE LA MARINA BAIXA, 9;03003000@edu.gva.es;;38,537168;-0,159856;CEIP LA CALA;;Alacant;Púb.;966870910
Q5355443B;BENIDORM;;03003048;3501;CL.  ESCUELAS, S/N;03003048@edu.gva.es;;38,539279;-0,130288;CEIP LEONOR CANALEJAS;;Alacant;Púb.;966870825
;BENIDORM;;03003061;3503;AV.  DEL DOCTOR SEVERO OCHOA, 9;03003061@edu.gva.es;;38,543439;-0,103021;CENTRE PRIVAT LOPE DE VEGA;;Alacant;Priv.;965854150
;BENIDORM;;03003073;3501;CL.  EL PAL, 6;03003073@edu.gva.es;;38,53596;-0,129025;CENTRE PRIVAT NUESTRA SEÑORA DE LOS DOLORES;;Alacant;Priv. Conc.;965854095
Q5355440H;BENIFATO;;03003139;3517;CL.  ESCUELAS, 19;03003139@edu.gva.es;;38,673374;-0,229833;CEIP DE BENIFATO;;Alacant;Púb.;966870865
Q5355439J;BENIJÓFAR;;03003140;3178;CL.  FRANCISCO RIBERA, S/N;03003140@edu.gva.es;;38,079645;-0,735259;CEIP SAN JAIME;;Alacant;Púb.;965290380
Q5355438B;BENILLOBA;;03003152;3810;CL.  LA COMARCA, 1;03003152@edu.gva.es;;38,701462;-0,38803;CEIP VIRGEN DE LOS DOLORES;;Alacant;Púb.;966527845
Q5355437D;BENIMANTELL;;03003176;3516;CL.  CREUETA, 18;03003176@edu.gva.es;;38,677352;-0,210203;CEIP BENIMANTELL;;Alacant;Púb.;966870870
Q5355434A;BENISSA;;03003231;3720;AV.  DE MADRID, S/N;03003231@edu.gva.es;;38,717595;0,056605;CEIP MANUEL BRU;;Alacant;Púb.;965739040
Q5355432E;BENISSA;;03003267;3720;CL.  SANCHIS GUARNER, S/N;03003267@edu.gva.es;;38,715588;0,0473;CEIP PADRE MELCHOR;;Alacant;Púb.;965739015
;BENISSA;;03003279;3720;PZ.  PORTAL, 4;03003279@edu.gva.es;;38,71695;0,053815;CENTRE PRIV. ED. INF. 1er CICLE LA PURÍSIMA;;Alacant;Priv.;965730267
Q5355431G;EL POBLE NOU DE BENITATXELL;;03003309;3726;AV.  ALICANTE, 40;03003309@edu.gva.es;;38,730757;0,140042;CEIP SANTA MARÍA MAGDALENA;;Alacant;Púb.;965739020
Q5355041D;BIAR;;03003310;3410;CR.  DE ALCOI, S/N;03003310@edu.gva.es;;38,628004;-0,756683;CEIP MARE DE DÉU DE GRÀCIA;;Alacant;Púb.;965823090
Q5355427E;BOLULLA;;03003334;3518;CL.  RAVAL DE BAIX, 45;03003334@edu.gva.es;;38,674957;-0,111113;CEIP PENYA L'OR;;Alacant;Púb.;966816485
Q5355426G;BUSOT;;03003358;3111;CL.  EL PASEO, S/N;03003358@edu.gva.es;;38,481501;-0,420179;CEIP SAN LORENZO MÁRTIR;;Alacant;Púb.;966908160
Q5355415J;CALP;;03003395;3710;AV.  MASNOU, 15;03003395@edu.gva.es;;38,64322;0,038821;CEIP MEDITERRANI;;Alacant;Púb.;966870915
Q5355419B;CALLOSA D'EN SARRIÀ;;03003425;3510;PD.  MIRANTBÓ, S/N;03003425@edu.gva.es;;38,654776;-0,119243;CEIP MIRANTBÓ;;Alacant;Púb.;966870830
;CALLOSA D'EN SARRIÀ;;03003449;3510;PD.  COLOMINA, S/N;03003449@edu.gva.es;;38,65419;-0,123352;CENTRE PRIVAT ALMEDIA;;Alacant;Priv. Conc.;965881141
Q5355061B;CALLOSA DE SEGURA;;03003450;3360;CL.  CERVANTES, 4;03003450@edu.gva.es;;38,124133;-0,878482;CEIP PRIMO DE RIVERA;;Alacant;Púb.;966904225
Q5355424B;CALLOSA DE SEGURA;;03003486;3360;CL.  MÉDICO HUGOLINO ROLDÁN, S/N;03003486@edu.gva.es;;38,131856;-0,87882;IES VEGA BAJA;;Alacant;Púb.;966904710
;CALLOSA DE SEGURA;;03003498;3360;PZ.  PALAU I QUER, 1;03003498@edu.gva.es;;38,127421;-0,879835;CENTRO PRIVADO LA PURISÍMA;;Alacant;Priv. Conc.;966759083
Q5355048I;EL CAMPELLO;;03003565;3560;CL.  ALCALDE J.CARRATALÁ BAEZA, 8;03003565@edu.gva.es;;38,430236;-0,392965;CEIP RAFAEL ALTAMIRA;;Alacant;Púb.;965937115
;EL CAMPELLO;;03003577;3560;BD.  ANTONIO BONNY, S/N;03003577@edu.gva.es;;38,438909;-0,41085;CENTRE PRIVAT FUNDACIÓN ANTONIO BONNY;;Alacant;Priv.;965630314
;EL CAMPELLO;;03003607;3560;CL.  BERNAT METGE, 8;03003607@edu.gva.es;;38,415485;-0,399166;CENTRE PRIVAT FUNDACIÓN NUESTRA SEÑORA DE LA PIEDAD;;Alacant;Priv. Conc.;965652266
Q5355411I;CASTALLA;;03003668;3420;AV.  DE LA CONSTITUCIÓN, 72;03003668@edu.gva.es;;38,591525;-0,670286;CEIP RICO SAPENA;;Alacant;Púb.;966527500
;CASTALLA;;03003681;3420;CL.  COLÓN, 1;03003681@edu.gva.es;;38,595096;-0,670284;CENTRE PRIVAT MARÍA ASUNTA;;Alacant;Priv. Conc.;965560084
Q5355410A;CASTELL DE CASTELLS;;03003711;3793;CL.  RAMÓN RUBIAL, S/N;03003711@edu.gva.es;;38,723065;-0,195062;CEIP SERRELLA;;Alacant;Púb.;966527505 
Q5355409C;CATRAL;;03003735;3158;AV.  AZORÍN, 21;03003735@edu.gva.es;;38,161792;-0,802938;CEIP AZORÍN;;Alacant;Púb.;965290180
Q5355407G;COCENTAINA;;03003760;3820;AV.  DEL FERROCARRIL, S/N;03003760@edu.gva.es;;38,736126;-0,436664;IES PARE ARQUES;;Alacant;Púb.;966527665
Q5355406I;COCENTAINA;;03003772;3820;CL.  MÚSIC JUST SANSALVADOR, 1;03003772@edu.gva.es;;38,742996;-0,438423;CEIP BOSCO;;Alacant;Púb.;966527510
